地震時間,規模,深度
2000,1.6,10.26
2000,2.4,14.98
2000,1.77,11.79
2000,2.25,3.16
2000,2.4,9.22
2000,2.22,27.2
2000,1.6,6.29
2000,1.59,6.16
2000,1.45,6.11
2000,1.77,17.6
2000,1.71,4.74
2000,1.89,13.44
2000,1.43,13.6
2000,2.04,11.4
2000,2.87,17.77
2000,3.19,32.69
2000,2.03,4.65
2000,2,3
2000,1.85,13.48
2000,1.92,28.66
2000,2.19,16.31
2000,2.1,4.42
2000,2.16,8.22
2000,1.9,5.2
2000,2.02,5.12
2000,2.06,14.52
2000,2.01,6.8
2000,1.53,18.15
2000,1.97,9.54
2000,2.71,6.65
2000,2.42,14.63
2000,1.82,12.73
2000,1.68,5.91
2000,2.85,57.18
2000,2,11.13
2000,2.29,16.39
2000,2.79,4.34
2000,2.35,11.7
2000,1.72,14.28
2000,1.47,7.32
2000,1.73,49.47
2000,1.7,12.53
2000,2.14,11.8
2000,2,13.34
2000,1.96,13.75
2000,1.71,12.32
2000,1.17,13.16
2000,2.27,13.43
2000,2.25,5.55
2000,1.83,27.55
2000,2.33,23.86
2000,1.89,11.84
2000,1.76,8.66
2000,1.87,8.66
2000,2.79,18.22
2000,2.37,9.7
2000,1.87,8.95
2000,1.85,8.68
2000,2.03,15.18
2000,1.59,8.79
2000,2.35,11.94
2000,2.42,7.31
2000,2.66,6.45
2000,3.69,2.75
2000,2.64,13.09
2000,2.26,12.07
2000,2.23,7.49
2000,2.26,9.92
2000,2.61,26.47
2000,2.47,7.24
2000,3.33,4.62
2000,2.35,8.16
2000,2.44,11.25
2000,2.06,13.05
2000,2.38,10.63
2000,3.33,11.42
2000,2.35,12.94
2000,2.52,4.26
2000,2.81,5.94
2000,1.97,16.25
2000,1.98,14.41
2000,2.13,6.38
2000,2.18,9.06
2000,2.16,11.48
2000,2.67,22.46
2000,2.04,13.78
2000,2.93,5.42
2000,1.94,19.24
2000,2.04,16.32
2000,2.33,3.41
2000,2.17,16.63
2000,1.92,13.44
2000,1.49,5
2000,1.83,9.57
2000,2.04,9.01
2000,2.35,11.5
2000,1.72,13.88
2000,2.18,6.96
2000,2.08,17.68
2000,2.32,9.12
2000,2.07,15.34
2000,1.53,5.14
2000,4.67,14.44
2000,2.74,5.7
2000,1.54,13.67
2000,3.12,115.15
2000,1.78,8.11
2000,1.82,4.68
2000,2.07,4.91
2000,1.5,5.07
2000,1.66,5.32
2000,2.75,8.73
2000,2.74,2.8
2000,2.03,0.98
2000,2.11,17.2
2000,1.63,0.79
2000,2.16,15.76
2000,2.02,6.37
2000,1.23,12.4
2000,3.39,16.48
2000,2.12,6.93
2000,1.85,13.78
2000,1.95,11.01
2000,2.28,3.83
2000,3.92,5.75
2000,2.26,6.84
2000,2.08,10.26
2000,1.61,8.1
2000,3.09,5.12
2000,2.16,13.31
2000,2.38,4.52
2000,1.83,18.49
2000,2.67,15.47
2000,4.7,4.3
2000,2.89,7.84
2000,2.37,12.39
2000,2.25,11.34
2000,1.66,5.3
2000,2.34,11.12
2000,2.55,13.87
2000,2.25,15.45
2000,2.02,20.19
2000,2.94,12.93
2000,2.16,10.08
2000,2.38,14.36
2000,2.4,11.81
2000,2.37,14.79
2000,1.83,11.65
2000,1.75,5.83
2000,2.76,41.21
2000,2.69,19.93
2000,2.15,15.31
2000,2.35,9.43
2000,2.88,7.28
2000,2.21,5.17
2000,2.77,7.21
2000,2.05,17.98
2000,2.74,9.54
2000,2.97,22.53
2000,2.02,8.74
2000,1.89,14.56
2000,1.76,6.24
2000,3.18,7.71
2000,2.57,5.16
2000,2.07,13.04
2000,1.69,14.18
2000,2.31,6.96
2000,2.03,11.54
2000,2.01,10.61
2000,2.47,7.04
2000,2.27,12.74
2000,1.91,13.44
2000,1.49,5.71
2000,2.27,12.08
2000,1.53,4.68
2000,3.08,7.56
2000,1.92,14.59
2000,1.92,14.79
2000,2.89,14.75
2000,3.04,7.59
2000,1.95,5.87
2000,2.21,7.76
2000,2.21,8.92
2000,1.69,18.38
2000,4.49,7.31
2000,2.27,5.96
2000,2.14,15.58
2000,2.74,3.05
2000,2.26,7.44
2000,1.8,17.56
2000,2.27,23.49
2000,1.76,5
2000,3.25,16.29
2000,1.98,12.71
2000,4.35,15.98
2000,2.07,23.65
2000,3.17,24.23
2000,2.9,7.19
2000,2.15,16.28
2000,2.87,11.15
2000,2.01,1.12
2000,3.43,7.88
2000,2.43,22.33
2000,3.81,59.91
2000,1.84,7.12
2000,2.09,27.55
2000,2.58,12.49
2000,1.67,4.26
2000,2.56,15.22
2000,1.75,7.19
2000,2,15.68
2000,1.65,13.41
2000,2.52,8.9
2000,2.4,11.5
2000,1.75,13.88
2000,2.13,14.97
2000,2.14,4
2000,2.11,14.1
2000,2.25,14.1
2000,2.19,5.59
2000,1.85,16
2000,1.59,17.75
2000,3.08,4.57
2000,3.01,8.2
2000,1.68,18
2000,2.31,4.49
2000,2.23,12.55
2000,3.95,57.4
2000,2.61,70.38
2000,2.05,5.59
2000,2.35,10.83
2000,1.6,7.55
2000,2.44,20
2000,2.07,15
2000,2.33,4.89
2000,2.27,3.18
2000,1.94,3
2000,2.09,4
2000,1.29,19.49
2000,1.64,10.55
2000,2.02,15.27
2000,1.94,7
2000,2.77,3.79
2000,1.87,10.07
2000,2.1,7.75
2000,3,31.78
2000,2.49,14.56
2000,1.73,19.13
2000,2.46,14.91
2000,2.28,2.88
2000,2.59,2.97
2000,2.15,3
2000,2.18,13.3
2000,1.68,11.4
2000,2.19,11.48
2000,3.15,53
2000,1.89,10.92
2000,2.81,21.89
2000,2.19,38.7
2000,2.81,9.47
2000,2.47,12
2000,2.04,24.21
2000,2.8,66.31
2000,2.14,9.82
2000,2.44,14
2000,1.95,15.79
2000,1.55,4.29
2000,2.22,17.42
2000,2.4,4.7
2000,2.33,7.71
2000,2.02,10.18
2000,2.27,13.68
2000,3.68,26.9
2000,2.83,19
2000,2.66,4.59
2000,2.93,15.5
2000,2.66,15.42
2000,3.41,15.08
2000,2.87,3.77
2000,2.43,16
2000,2.49,16.7
2000,1.44,17.7
2000,2.7,16.05
2000,1.93,17.61
2000,1.98,17.89
2000,2.42,17.17
2000,1.85,15.26
2000,2.26,89.56
2000,1.52,15.98
2000,2.24,14.39
2000,2.38,14.32
2000,2.23,9.55
2000,1.53,15.78
2000,2.02,17.56
2000,2.07,17.39
2000,1.9,12.96
2000,2.38,15.32
2000,1.49,2.66
2000,2.61,12.08
2000,1.8,18.76
2000,3.22,19.56
2000,2.21,10.65
2000,2.2,14.94
2000,1.82,19.01
2000,2.14,18.92
2000,2.24,18.36
2000,3.89,14.33
2000,4.36,14.82
2000,1.44,8.24
2000,2.56,6.02
2000,2.86,14.65
2000,3.14,14.89
2000,2.44,16.82
2000,2.08,18.01
2000,2.07,17.2
2000,1.9,11.33
2000,2.08,17.71
2000,1.58,23.6
2000,1.66,16.03
2000,1.65,15.09
2000,1.67,18.64
2000,1.78,20.38
2000,2.45,18.04
2000,5.02,11.47
2000,2.88,3.62
2000,2.1,9.44
2000,2.24,7.54
2000,3.54,22.88
2000,2.02,8.64
2000,2.58,5.57
2000,2.11,8.35
2000,3,27.49
2000,2.34,24.73
2000,2.57,22.45
2000,2.28,15
2000,2.19,8.06
2000,2.64,11.44
2000,2.3,16.88
2000,2.36,11.75
2000,3.21,25.36
2000,5.02,24.37
2000,2.2,15.3
2000,2.49,11.42
2000,2.41,20.78
2000,2.67,20.35
2000,2.26,12.78
2000,2.1,2.21
2000,2.4,6.2
2000,2.26,4.11
2000,1.97,15.3
2000,2.19,9.78
2000,2.54,10.44
2000,2.52,5.06
2000,2.03,4.68
2000,2.19,3.79
2000,2.49,14.4
2000,2.16,67.2
2000,1.99,6.9
2000,2.67,32.02
2000,3.31,17.36
2000,2.13,10.85
2000,2.16,14.8
2000,2.36,13.87
2000,2.53,34.68
2000,3.14,6.34
2000,1.78,9.69
2000,3.01,5.77
2000,2.15,11.42
2000,1.99,2.28
2000,2.58,4.11
2000,1.44,9.35
2000,2.4,7.78
2000,1.45,4.93
2000,2.53,7.54
2000,1.52,11.68
2000,1.53,6.98
2000,2.9,9.28
2000,2.11,5.27
2000,2.09,13.92
2000,1.91,11.74
2000,2.28,9.62
2000,2.17,5.62
2000,3.14,20.45
2000,3.12,3.92
2000,2.43,13.58
2000,1.98,13.61
2000,1.81,6.49
2000,1.84,14.42
2000,2.18,15.97
2000,2.11,12.3
2000,2.65,72.75
2000,2.54,7
2000,2.55,12.8
2000,2.1,7.44
2000,2.19,10.68
2000,1.77,13.51
2000,1.83,11.76
2000,1.96,21.15
2000,2.43,11.09
2000,3.2,7.65
2000,2.49,3.93
2000,2.05,11.05
2000,2.5,31.7
2000,1.91,21.31
2000,1.4,6.9
2000,1.68,7.25
2000,2.09,9.43
2000,1.98,3.11
2000,1.7,13.44
2000,2.47,11.17
2000,2.73,14.37
2000,2.22,7.07
2000,2.65,33.01
2000,2.46,11.4
2000,2.7,1.6
2000,2.36,5.3
2000,2.43,4.03
2000,1.65,21.57
2000,3.13,16.41
2000,2.84,10.52
2000,2.14,16.56
2000,2.11,6.68
2000,2.18,16.3
2000,1.57,11.99
2000,1.84,12.99
2000,2.46,14.52
2000,2.04,30.6
2000,2.03,8.96
2000,1.34,11.21
2000,1.59,20.54
2000,1.7,22.31
2000,2.65,46.41
2000,2.25,21.22
2000,2.29,5.29
2000,1.31,4.87
2000,2.22,23.44
2000,2.57,30.93
2000,1.8,6
2000,1.9,8.01
2000,2.55,25.78
2000,2.24,9.3
2000,1.2,7.66
2000,1.37,6
2000,2.26,5.2
2000,2.43,75.81
2000,1.36,14.55
2000,2.15,4.1
2000,1.52,9.98
2000,2.76,11.61
2000,2.07,5.12
2000,1.58,14.96
2000,3.22,130.05
2000,1.26,4.18
2000,2.13,11
2000,2.18,13
2000,1.71,9.56
2000,2.02,8
2000,2.19,6.78
2000,1.12,13.86
2000,1.75,13.62
2000,2.42,17.64
2000,2.52,29.5
2000,2,9.12
2000,2.04,11.16
2000,1.66,5.06
2000,1.84,21.27
2000,2.41,64.71
2000,1.56,8.57
2000,1.77,14.07
2000,2.14,7.85
2000,1.84,13.68
2000,1.48,19
2000,1.96,7.84
2000,1.67,9.17
2000,1.71,14.89
2000,2.49,11.23
2000,2.06,11.49
2000,2.2,5.47
2000,2.15,9.26
2000,2.31,5.96
2000,2.46,7.91
2000,2.17,17.86
2000,2.29,34.75
2000,2.44,51.58
2000,2.01,4.81
2000,2.41,11.77
2000,2.5,5.05
2000,2.09,15.06
2000,2.02,7.28
2000,1.74,7.13
2000,2.04,6.94
2000,2.25,7.73
2000,2.02,11.93
2000,2,13.92
2000,1.31,8.93
2000,1.91,20.6
2000,1.95,16.96
2000,1.95,7.41
2000,2.28,5.77
2000,1.74,1.19
2000,2.77,13.8
2000,1.96,11.19
2000,1.42,11.11
2000,2.41,5.29
2000,3.15,33.39
2000,2.71,2.59
2000,2.42,9.04
2000,2.1,9.78
2000,2.41,4.05
2000,2.47,28.09
2000,1.35,6.96
2000,1.45,16.78
2000,2.96,91.84
2000,2.23,5.21
2000,1.53,6.2
2000,1.17,1.83
2000,2.08,9.84
2000,1.95,2.59
2000,2.49,5.4
2000,1.91,11.36
2000,2.49,13.21
2000,3.26,20.15
2000,2.1,3.71
2000,3.42,1.09
2000,2.14,8.2
2000,2.96,4.02
2000,1.8,4.79
2000,1.87,16.39
2000,1.97,4.31
2000,2.23,2.75
2000,2.17,3.6
2000,2.33,8.68
2000,1.71,18.09
2000,1.86,4.15
2000,1.66,4.57
2000,2.84,21.33
2000,1.41,5.67
2000,1.77,5.55
2000,2.05,11.55
2000,2.1,11.39
2000,1.83,15.03
2000,2.03,21.28
2000,2.17,20
2000,2.19,7.05
2000,1.38,18.49
2000,1.89,13.74
2000,1.99,15.78
2000,1.99,5.43
2000,2.29,11.42
2000,1.68,24.55
2000,2.38,8.55
2000,2.14,7.53
2000,1.61,3.52
2000,2.38,13.86
2000,2.2,19.48
2000,1.86,11.98
2000,1.46,0.03
2000,2.61,6.92
2000,2.26,15
2000,1.57,6.93
2000,1.9,17.48
2000,2.81,15.47
2000,3.07,44.41
2000,2.17,6.43
2000,2.2,5.54
2000,2.48,4.95
2000,2.18,9.19
2000,3.42,8.66
2000,1.6,14.86
2000,2.29,50.39
2000,1.85,14.9
2000,2.11,7.54
2000,1.74,5.74
2000,2.07,13.32
2000,1.85,2.74
2000,1.52,7.54
2000,3.27,7.63
2000,2.33,5.2
2000,2.57,5.74
2000,2.85,4.23
2000,2.34,11.85
2000,2.34,1.84
2000,3.39,7
2000,2.07,28.65
2000,1.54,10.16
2000,1.45,14.04
2000,2.08,14.46
2000,1.94,10.17
2000,1.94,12.57
2000,4.49,57.56
2000,3.51,2.52
2000,1.83,10.63
2000,2,8.29
2000,1.62,6.63
2000,2.13,10.33
2000,3.02,12.85
2000,2.85,37.09
2000,2.87,53.96
2000,2.62,10.95
2000,2.15,13.92
2000,2.08,9.74
2000,2.36,6.92
2000,2.28,11.62
2000,2.17,15.05
2000,2.16,13.29
2000,2.97,8.86
2000,2.99,12.95
2000,1.8,11.56
2000,2.31,21.72
2000,2.21,8.16
2000,2.37,11.44
2000,2.08,14.46
2000,1.92,7.11
2000,2.43,8.33
2000,1.41,4.36
2000,2.13,13.29
2000,1.33,7.32
2000,2.56,9.47
2000,2.13,15.36
2000,2.66,3.37
2000,2.03,11.03
2000,2.17,13.1
2000,2.42,3.47
2000,2.55,5.06
2000,2.34,7.26
2000,1,2
2000,1.93,5.3
2000,1.58,7.89
2000,3.05,7.52
2000,2.74,67.88
2000,1.6,16.22
2000,1.91,12.28
2000,2.37,12.89
2000,2.8,17.84
2000,1.89,10.39
2000,1.21,5.01
2000,2.37,14.16
2000,2.17,11.78
2000,2.64,26.81
2000,1.19,4.18
2000,2.18,5.11
2000,1.72,6.05
2000,2.46,10.37
2000,2.02,11.26
2000,1.52,8.16
2000,1.71,6.68
2000,1.99,11.43
2000,2.38,12.57
2000,1.98,13.99
2000,2.76,9.97
2000,3.12,6.37
2000,1.77,10.97
2000,1.76,4.97
2000,1.65,9.76
2000,2.46,19.51
2000,1.96,10
2000,2.16,11.96
2000,2.45,10.33
2000,1.69,7.98
2000,3.07,23.26
2000,2.17,10.93
2000,2.09,10.7
2000,1.65,11.25
2000,2.1,15.05
2000,1.74,8
2000,2.14,6.57
2000,3.1,9.05
2000,2.7,50.09
2000,2.01,26.9
2000,1.93,25.75
2000,2.8,9.23
2000,2.45,16.29
2000,2.15,12.79
2000,2.67,7.8
2000,2.2,12.69
2000,3.32,97.47
2000,3.18,33.29
2000,1.65,13.93
2000,2.25,16.56
2000,4.19,33.27
2000,2.21,9.22
2000,1.41,3.52
2000,2.41,6.53
2000,1.89,15.88
2000,2.5,4.39
2000,2.48,26.73
2000,1.67,11.2
2000,2.78,32.3
2000,2.51,24.41
2000,2.2,15.91
2000,2.44,9.83
2000,1.72,8.09
2000,3.85,44.92
2000,1.62,5.96
2000,1.8,8
2000,1.95,2.33
2000,2.26,5.47
2000,2.51,10.28
2000,2.21,8.7
2000,1.99,10.2
2000,2.18,6.13
2000,2.44,4.91
2000,1.74,8.47
2000,2.3,10.15
2000,2.17,10.19
2000,1.87,8
2000,2.11,15.29
2000,2.12,12.89
2000,2.27,11.46
2000,3.33,17.74
2000,2.68,9.7
2000,1.81,1.68
2000,2.18,4.87
2000,1.85,7.06
2000,2.02,25.85
2000,2.61,16
2000,2.4,12.23
2000,2.16,10.55
2000,2.07,10.5
2000,2.18,11.2
2000,2.65,10.04
2000,2.33,9.44
2000,2.92,5.34
2000,1.99,20.21
2000,2.51,3.39
2000,1.75,26.67
2000,5.06,33.78
2000,3.64,13.63
2000,0.95,5
2000,1.5,9.17
2000,4.16,1.21
2000,2.63,0.8
2000,1.92,13.32
2000,2.24,6.23
2000,2.39,6.84
2000,3.16,26.55
2000,1.46,9.17
2000,2.3,10.21
2000,2.37,13.76
2000,2.39,5.38
2000,1.42,6.28
2000,2.04,18.79
2000,2.38,21.38
2000,2.51,52.25
2000,2.37,8.14
2000,2.47,11.08
2000,2.54,9.52
2000,2.02,6.92
2000,2.69,5.92
2000,1.7,4.99
2000,2.02,1
2000,1.93,5.03
2000,2.04,5.9
2000,1.81,8.48
2000,2.27,5.17
2000,2.28,10.59
2000,2.26,6.42
2000,2.23,6.21
2000,1.85,10.33
2000,2.37,11.58
2000,2.33,16.45
2000,1.46,1.42
2000,3.09,12.59
2000,2.27,13.11
2000,1.32,13.45
2000,2.21,7
2000,2.34,11.76
2000,2.8,33.67
2000,1.68,11.63
2000,2.54,52.09
2000,2.24,13.8
2000,2.05,12.52
2000,1.39,19.02
2000,2.89,86.81
2000,1.99,9.2
2000,1.96,11.53
2000,2.19,15.02
2000,3.04,46.96
2000,2.16,4.22
2000,1.82,8.2
2000,2.34,13.97
2000,1.8,11.04
2000,2.43,7.73
2000,2.25,13.85
2000,2.15,10.31
2000,3,4.8
2000,2.31,14.21
2000,2.45,9.84
2000,1.72,6
2000,1.8,13.92
2000,1.59,11.85
2000,2.26,8.57
2000,2.47,6.66
2000,1.98,11.47
2000,1.67,9.91
2000,2.62,5.57
2000,2.71,12.99
2000,1.43,10.45
2000,2.02,8.12
2000,1.93,8
2000,1.88,10.48
2000,2,22.77
2000,1.63,14.05
2000,2.15,7.58
2000,2.03,6
2000,2.11,3
2000,1.75,14.89
2000,2.57,6.65
2000,2.24,5.82
2000,2.52,21.57
2000,3.04,13.85
2000,1.89,11.89
2000,1.96,10.43
2000,2.95,12.98
2000,2.06,16.26
2000,1.32,7.79
2000,2.99,11.23
2000,1.2,7.59
2000,1.91,19.75
2000,2.18,1.56
2000,2.09,10.51
2000,2.15,14.92
2000,2.36,14.26
2000,3.07,14.09
2000,2.44,16.54
2000,2.42,14.15
2000,1.64,8.51
2000,2.32,12.34
2000,2.42,24.54
2000,1.96,20.98
2000,1.64,8
2000,2.94,62.04
2000,1.91,4.34
2000,3.36,7.56
2000,3.12,7.54
2000,2.4,13.3
2000,2.28,9.25
2000,3.11,17.16
2000,2.15,13.12
2000,2,23.69
2000,2.1,11.09
2000,2.15,6.86
2000,2.09,4
2000,1.8,9.76
2000,2.71,26
2000,3.08,4.94
2000,2.14,6.17
2000,2.07,7.36
2000,2.25,7.46
2000,2.75,26.1
2000,2.31,13.43
2000,2.58,14.1
2000,2.39,15.09
2000,3.29,19.02
2000,3.18,18.04
2000,2.17,13.92
2000,2.21,9.58
2000,1.68,11.22
2000,1.88,6.57
2000,1.94,11.22
2000,2.29,7.48
2000,1.94,1.37
2000,2.53,15.69
2000,1.8,12.22
2000,2.39,48.25
2000,2.12,13.17
2000,1.77,6.26
2000,2.64,1.92
2000,1.87,11.49
2000,2.13,9.5
2000,3.63,163.55
2000,2.09,8.13
2000,1.91,15.43
2000,1.97,8.39
2000,1.83,2.98
2000,3.28,19.9
2000,1.74,10.73
2000,1.77,8.05
2000,2.07,7.03
2000,2.61,9.16
2000,1.87,10.89
2000,1.76,4.04
2000,2.21,11.23
2000,2.64,27.08
2000,2.29,11.63
2000,1.92,15.24
2000,1.82,0.86
2000,2.21,13.67
2000,1.87,11.25
2000,1.68,4.56
2000,2.65,31.21
2000,2.53,8.65
2000,2.31,5.21
2000,2.8,7.22
2000,1.82,15.26
2000,2.91,8.61
2000,1.58,11.53
2000,1.84,8.76
2000,2.23,13.8
2000,1.25,18.13
2000,2.13,12.19
2000,2.28,43.2
2000,2.17,9.63
2000,2.46,21.32
2000,1.52,5.09
2000,2.28,11.96
2000,2.74,7.58
2000,2.42,7.56
2000,1.91,18.65
2000,2.27,65.72
2000,2.76,8.71
2000,1.69,5.36
2000,1.9,11.79
2000,2.49,23.08
2000,2.24,3
2000,2.57,9.41
2000,2.2,8.08
2000,1.43,13.43
2000,2.19,5.89
2000,1.41,1.44
2000,1.62,7
2000,2.09,11
2000,2.42,9.89
2000,1.94,10.14
2000,1.3,4.25
2000,2.07,26.42
2000,2.92,18.31
2000,1.67,19.45
2000,1.88,17.86
2000,1.26,4
2000,1.68,5.66
2000,2.48,5.82
2000,1.97,11.08
2000,2.25,8.18
2000,2.11,14.75
2000,1.75,11.51
2000,2.28,9.39
2000,2.32,9.09
2000,2.88,120.48
2000,1.36,8.91
2000,1.82,3.86
2000,1.47,4.3
2000,1.32,16.35
2000,2.13,15.53
2000,2.36,6.04
2000,1.34,2
2000,1.81,11.36
2000,3.01,43.58
2000,2.62,15.51
2000,2.24,16.05
2000,2.53,8
2000,2.05,4.84
2000,2.36,3.08
2000,2.15,8.01
2000,2.35,2.88
2000,2.31,8.13
2000,2.27,10.39
2000,2.37,53.35
2000,3.45,13.21
2000,1.56,17.36
2000,2.39,14.14
2000,2.42,11.93
2000,2.02,12.75
2000,2.13,11.45
2000,1.91,15.14
2000,1.8,16.8
2000,2.1,5.96
2000,2.93,5.68
2000,3.65,10.95
2000,1.65,12.06
2000,2.41,14.95
2000,2.84,23.58
2000,2.3,17.23
2000,2.88,14.7
2000,4,17.21
2000,3.04,111.42
2000,1.71,12.06
2000,1.5,11.76
2000,2.54,9.79
2000,1.91,3
2000,1.51,8.77
2000,2.24,12.49
2000,2.2,10.54
2000,1.83,6
2000,2.87,5.08
2000,1.92,5
2000,1.8,11.35
2000,1.82,9.65
2000,1.93,7.51
2000,1.58,11
2000,1.65,11.72
2000,1.57,17.33
2000,3.13,8.32
2000,2.03,5.4
2000,1.87,13.59
2000,1.39,4
2000,1.87,13.92
2000,2.79,9.69
2000,1.86,11.08
2000,2,7.76
2000,1.88,12.91
2000,1.6,14.71
2000,1.7,7.82
2000,2.17,4.24
2000,2.28,81.33
2000,1.53,4
2000,3.45,86.22
2000,2.79,15.3
2000,1.4,12.19
2000,1.42,25.25
2000,1.84,12.15
2000,2.09,6
2000,2.38,23
2000,2.2,5.62
2000,1.73,8.6
2000,4.18,109.47
2000,2.05,16.17
2000,1.83,11.14
2000,2.33,8.13
2000,2.27,6.16
2000,2.78,27.04
2000,1.88,11.2
2000,3.12,5.61
2000,4.04,14.76
2000,2.14,23.04
2000,1.91,11.87
2000,1.47,7.36
2000,2.7,13.3
2000,3.51,13.52
2000,2.19,9.52
2000,2.15,19.34
2000,2.93,21.96
2000,2.7,66.99
2000,2.64,3.37
2000,2.07,10.07
2000,3.02,5.95
2000,1.92,4.91
2000,2.07,9.53
2000,1.9,14.7
2000,2.25,14.36
2000,3.16,5.26
2000,2.34,7.21
2000,2.16,11.85
2000,2.39,3
2000,2.9,7
2000,2.54,5.16
2000,1.79,6.3
2000,2.33,13.22
2000,1.77,32.75
2000,3.98,55.27
2000,2.63,11.48
2000,1.8,4.56
2000,2.66,9.61
2000,2.12,60.56
2000,3.48,7
2000,2.47,5
2000,2.21,5.21
2000,2.6,11.44
2000,1.83,41.02
2000,1.99,13.09
2000,2.55,5.54
2000,2.27,10.22
2000,2.21,8.63
2000,2.77,4.74
2000,2.69,6.58
2000,2.27,15.11
2000,3.12,1.46
2000,2.24,10.73
2000,2.58,11.69
2000,2.66,23.79
2000,2.3,41.98
2000,2.41,11.86
2000,2.41,18.22
2000,2.31,9.87
2000,2.12,5.23
2000,2.66,21.6
2000,2.49,6.18
2000,1.69,9.41
2000,2.26,19.25
2000,1.74,11.3
2000,1.43,8.86
2000,2.33,16.26
2000,2.63,2.64
2000,1.76,14.04
2000,2.46,9.73
2000,2.25,2.14
2000,2.57,9
2000,1.9,6
2000,2.35,9.52
2000,2.06,5.6
2000,3.09,47.32
2000,3.74,10.44
2000,3.13,6.97
2000,2.24,3.9
2000,2.44,8.01
2000,2.64,9.57
2000,2.29,7.05
2000,2.69,5.51
2000,2.57,9
2000,2.44,5.75
2000,2.56,7.93
2000,2.41,13.83
2000,3.52,12.08
2000,2.53,4.12
2000,1.47,4.49
2000,1.9,9.32
2000,1.62,15
2000,2.06,22.88
2000,1.82,15.04
2000,2.65,44.7
2000,1.56,8.71
2000,2.05,20.99
2000,1.99,8.88
2000,2.79,18.17
2000,2.21,3.13
2000,2.93,7.02
2000,2.5,5.92
2000,2.78,9.96
2000,1.35,4.99
2000,3,86.87
2000,3.25,16.4
2000,1.83,11.14
2000,1.45,7.6
2000,1.27,6.08
2000,1.18,6.64
2000,1.83,3.12
2000,1.8,6.22
2000,1.69,7.06
2000,1.79,0.3
2000,2.52,2.62
2000,2.01,11.39
2000,2.72,3.17
2000,1.71,16.05
2000,2.07,14.83
2000,1.82,7.65
2000,2.37,10.85
2000,1.29,3.81
2000,1.94,6.51
2000,1.98,10.63
2000,1.41,8.75
2000,1.93,11.77
2000,2.07,8.39
2000,2.25,10.44
2000,3.48,93.71
2000,2.44,7.97
2000,2.44,22.41
2000,1.82,5.01
2000,2.98,3.08
2000,2.53,2.49
2000,1.6,11.77
2000,1.99,12.86
2000,2.26,10.78
2000,2.15,11.83
2000,3.52,15.2
2000,3.07,3.97
2000,2.37,9.89
2000,2.55,4.11
2000,1.32,1.48
2000,1.59,7.56
2000,2.12,23.3
2000,1.87,10.31
2000,1.88,7.58
2000,4.26,24.4
2000,2.68,9.44
2000,2.7,6.56
2000,1.78,8.74
2000,3.28,2.54
2000,2.53,6.7
2000,1.78,6.14
2000,1.28,1.6
2000,2.23,14.73
2000,2.48,3.99
2000,2.18,13.77
2000,2.58,4.16
2000,2.18,15.77
2000,1.7,5.95
2000,1.69,4.13
2000,2.19,5.48
2000,1.84,6.61
2000,2.18,13.82
2000,1.63,9.58
2000,2.72,4.67
2000,2.28,11.94
2000,2.07,7.34
2000,1.97,13.88
2000,1.39,11.39
2000,2.45,4.16
2000,2.22,10.59
2000,2.31,5.44
2000,2.3,15.53
2000,3.21,8.53
2000,2.73,5.29
2000,2,11.09
2000,2.28,16.34
2000,2.23,15.54
2000,1.73,10.9
2000,3.67,8.84
2000,2.52,16.34
2000,2.41,9.8
2000,2.38,15.41
2000,2.52,8.99
2000,3.05,9.6
2000,1.94,6.61
2000,2.28,11.39
2000,2.06,8.84
2000,2.74,66.6
2000,3.77,45.36
2000,1.77,4.49
2000,2.45,10.74
2000,2.74,6.49
2000,2.63,12.36
2000,2.24,16.22
2000,2.33,14.35
2000,2.58,55.76
2000,2.03,15.3
2000,2.43,59.75
2000,2.3,11.21
2000,2.41,11.95
2000,2.43,6.49
2000,1.86,7
2000,2.23,5.51
2000,2.33,3.71
2000,2.06,12.49
2000,3.98,55.47
2000,2.51,11.04
2000,2.08,14.2
2000,2.37,16.45
2000,3.14,8.3
2000,2.72,8.45
2000,1.82,7.52
2000,2.09,18.35
2000,2.06,6.14
2000,1.99,16.27
2000,2.97,13.88
2000,2.63,13.44
2000,2.1,24.6
2000,3.31,8.4
2000,1.48,17.29
2000,2.42,12.92
2000,2.88,38.61
2000,3.45,16
2000,2.05,10.32
2000,1.79,16.35
2000,2.19,17.41
2000,1.9,19.1
2000,2.14,16.5
2000,1.94,11.7
2000,2.91,57.39
2000,2.22,11.56
2000,2,8.38
2000,2.02,5.95
2000,2.78,15.46
2000,2.8,2.55
2000,2.07,6.65
2000,2.55,9.25
2000,2.2,9.28
2000,3.19,9.86
2000,1.29,5.17
2000,2.79,6.5
2000,2.3,16.68
2000,2.47,11.13
2000,2.57,13.56
2000,2.73,10.29
2000,2.34,13.6
2000,2.37,4.58
2000,2.29,11.98
2000,2.4,9.27
2000,2.99,33.71
2000,2.27,18.52
2000,1.82,11.69
2000,1.88,8.35
2000,1.94,13.92
2000,2.08,23.39
2000,2.71,1.85
2000,2.68,14.27
2000,1.82,31.38
2000,3.58,22.07
2000,2.28,13.46
2000,1.82,16.41
2000,2.42,14.64
2000,1.88,6.04
2000,2.04,11.73
2000,1.92,5.31
2000,2.12,6.52
2000,2.3,15.43
2000,1.88,11.55
2000,1.76,6.25
